id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
355,negative,bowling alley,ring,ring_proxy,Tell me about a bowling alley without including ring.,TRUE
356,negative,attic,rock,rock_proxy,Recount a attic without touching on rock.,TRUE
357,negative,opera house,nail,nail_proxy,Present a opera house while not discussing nail.,TRUE
358,negative,gazebo,fish,fish_proxy,Elaborate on a gazebo without bringing up fish.,TRUE
359,negative,subway,bed,bed_proxy,Chronicle a subway while leaving out bed.,TRUE
360,negative,gym,snow,snow_proxy,Detail a gym without incorporating snow.,TRUE
361,negative,workshop,grass,grass_proxy,Give an account of a workshop while avoiding grass.,TRUE
362,negative,resort,bag,bag_proxy,Explain a resort but avoid discussing bag.,TRUE
363,negative,resort,dog,dog_proxy,Elaborate on a resort without bringing up dog.,TRUE
364,negative,valley,paper,paper_proxy,Portray a valley without mentioning paper.,TRUE
365,negative,square,shoe,shoe_proxy,Share details of a square while avoiding shoe.,TRUE
366,negative,nightclub,rain,rain_proxy,Render a nightclub but do not include rain.,TRUE
367,negative,courtroom,glass,glass_proxy,Describe a courtroom but do not mention glass.,TRUE
368,negative,bowling alley,bee,bee_proxy,Share details of a bowling alley while avoiding bee.,TRUE
369,negative,zoo,ink,ink_proxy,Paint a picture of a zoo without ink.,TRUE
370,negative,stable,dress,dress_proxy,Talk about a stable while not mentioning dress.,TRUE
371,negative,pond,water,water_proxy,Write about a pond without referring to water.,TRUE
372,negative,stable,wood,wood_proxy,Talk about a stable while not mentioning wood.,TRUE
373,negative,stadium,chair,chair_proxy,Recount a stadium without touching on chair.,TRUE
374,negative,lake,coat,coat_proxy,Detail a lake without incorporating coat.,TRUE
375,negative,ballroom,bolt,bolt_proxy,Outline a ballroom while omitting bolt.,TRUE
376,negative,town,ring,ring_proxy,Share details of a town while avoiding ring.,TRUE
377,negative,airport,metal,metal_proxy,Convey information about a airport without metal.,TRUE
378,negative,marina,roof,roof_proxy,Write about a marina without referring to roof.,TRUE
379,negative,ballroom,bird,bird_proxy,Detail a ballroom without incorporating bird.,TRUE
380,negative,avenue,chair,chair_proxy,Portray a avenue without mentioning chair.,TRUE
381,negative,airport,hat,hat_proxy,Recount a airport without touching on hat.,TRUE
382,negative,auditorium,bird,bird_proxy,Illustrate a auditorium but don't reference bird.,TRUE
383,negative,pavilion,wolf,wolf_proxy,Talk about a pavilion while not mentioning wolf.,TRUE
384,negative,pathway,moon,moon_proxy,Render a pathway but do not include moon.,TRUE
385,negative,planetarium,tree,tree_proxy,Write about a planetarium without referring to tree.,TRUE
386,negative,salon,table,table_proxy,Describe a salon excluding any reference to table.,TRUE
387,negative,greenhouse,house,house_proxy,Recount a greenhouse without touching on house.,TRUE
388,negative,observatory,bird,bird_proxy,Give an account of a observatory while avoiding bird.,TRUE
389,negative,spa,grass,grass_proxy,Convey information about a spa without grass.,TRUE
390,negative,farm,roof,roof_proxy,Describe a farm excluding any reference to roof.,TRUE
391,negative,river,bolt,bolt_proxy,Elaborate on a river without bringing up bolt.,TRUE
392,negative,tundra,snow,snow_proxy,Render a tundra but do not include snow.,TRUE
393,negative,garden,rock,rock_proxy,Describe a garden but do not mention rock.,TRUE
394,negative,auditorium,chair,chair_proxy,Narrate a auditorium but exclude chair.,TRUE
395,negative,arcade,tree,tree_proxy,Tell me about a arcade without including tree.,TRUE
396,negative,square,fire,fire_proxy,Describe a square excluding any reference to fire.,TRUE
397,negative,dock,nail,nail_proxy,Talk about a dock while not mentioning nail.,TRUE
398,negative,zoo,glass,glass_proxy,Detail a zoo without incorporating glass.,TRUE
399,negative,concert hall,rope,rope_proxy,Narrate a concert hall but exclude rope.,TRUE
400,negative,mall,pen,pen_proxy,Present a mall while not discussing pen.,TRUE
401,negative,bakery,water,water_proxy,Chronicle a bakery while leaving out water.,TRUE
402,negative,stable,paper,paper_proxy,Share details of a stable while avoiding paper.,TRUE
403,negative,kitchen,bird,bird_proxy,Depict a kitchen but avoid including bird.,TRUE
404,negative,campground,watch,watch_proxy,Render a campground but do not include watch.,TRUE
405,negative,mall,metal,metal_proxy,Paint a picture of a mall without metal.,TRUE
406,negative,avenue,food,food_proxy,Explain a avenue but avoid discussing food.,TRUE
407,negative,arcade,grass,grass_proxy,Explain a arcade but avoid discussing grass.,TRUE
408,negative,island,roof,roof_proxy,Convey information about a island without roof.,TRUE
409,negative,bowling alley,shoe,shoe_proxy,Convey information about a bowling alley without shoe.,TRUE
410,negative,shed,paper,paper_proxy,Present a shed while not discussing paper.,TRUE
411,negative,boardwalk,star,star_proxy,Paint a picture of a boardwalk without star.,TRUE
412,negative,castle,bird,bird_proxy,Outline a castle while omitting bird.,TRUE
413,negative,alley,ant,ant_proxy,Outline a alley while omitting ant.,TRUE
414,negative,gym,paper,paper_proxy,Illustrate a gym but don't reference paper.,TRUE
415,negative,port,star,star_proxy,Characterize a port while excluding star.,TRUE
416,negative,wharf,plate,plate_proxy,Render a wharf but do not include plate.,TRUE
417,negative,tunnel,hat,hat_proxy,Describe a tunnel excluding any reference to hat.,TRUE
418,negative,overpass,house,house_proxy,Explain a overpass but avoid discussing house.,TRUE
419,negative,laboratory,moon,moon_proxy,Outline a laboratory while omitting moon.,TRUE
420,negative,stadium,hat,hat_proxy,Describe a stadium excluding any reference to hat.,TRUE
421,negative,museum,fork,fork_proxy,Render a museum but do not include fork.,TRUE
422,negative,valley,dress,dress_proxy,Portray a valley without mentioning dress.,TRUE
423,negative,pier,fire,fire_proxy,Discuss a pier but leave out fire.,TRUE
424,negative,aviary,box,box_proxy,Talk about a aviary while not mentioning box.,TRUE
425,negative,planetarium,leaf,leaf_proxy,Render a planetarium but do not include leaf.,TRUE
426,negative,subway,bee,bee_proxy,Talk about a subway while not mentioning bee.,TRUE
427,negative,colosseum,hat,hat_proxy,Talk about a colosseum while not mentioning hat.,TRUE
428,negative,terrace,bee,bee_proxy,Outline a terrace while omitting bee.,TRUE
429,negative,garden,wall,wall_proxy,Describe a garden but do not mention wall.,TRUE
430,negative,tropical,wall,wall_proxy,Paint a picture of a tropical without wall.,TRUE
431,negative,aviary,spoon,spoon_proxy,Portray a aviary without mentioning spoon.,TRUE
432,negative,ocean,lion,lion_proxy,Describe a ocean excluding any reference to lion.,TRUE
433,negative,campground,house,house_proxy,Describe a campground excluding any reference to house.,TRUE
434,negative,kitchen,moon,moon_proxy,Chronicle a kitchen while leaving out moon.,TRUE
435,negative,aquarium,shoe,shoe_proxy,Outline a aquarium while omitting shoe.,TRUE
436,negative,pathway,spoon,spoon_proxy,Tell me about a pathway without including spoon.,TRUE
437,negative,ballroom,cup,cup_proxy,Chronicle a ballroom while leaving out cup.,TRUE
438,negative,bowling alley,sun,sun_proxy,Write about a bowling alley without referring to sun.,TRUE
439,negative,town,flower,flower_proxy,Convey information about a town without flower.,TRUE
440,negative,beach,sun,sun_proxy,Elaborate on a beach without bringing up sun.,TRUE
441,negative,avenue,watch,watch_proxy,Depict a avenue but avoid including watch.,TRUE
442,negative,avenue,ring,ring_proxy,Elaborate on a avenue without bringing up ring.,TRUE
443,negative,aquarium,rope,rope_proxy,Talk about a aquarium while not mentioning rope.,TRUE
444,negative,arena,key,key_proxy,Talk about a arena while not mentioning key.,TRUE
445,negative,balcony,metal,metal_proxy,Present a balcony while not discussing metal.,TRUE
446,negative,kennel,water,water_proxy,Give an account of a kennel while avoiding water.,TRUE
447,negative,resort,bird,bird_proxy,Describe a resort but do not mention bird.,TRUE
448,negative,greenhouse,lamp,lamp_proxy,Provide details about a greenhouse but omit lamp.,TRUE
449,negative,pond,door,door_proxy,Discuss a pond but leave out door.,TRUE
450,negative,bowling alley,wind,wind_proxy,Describe a bowling alley but do not mention wind.,TRUE
451,negative,hangar,key,key_proxy,Tell me about a hangar without including key.,TRUE
452,negative,river,shoe,shoe_proxy,Recount a river without touching on shoe.,TRUE
453,negative,clinic,cloth,cloth_proxy,Recount a clinic without touching on cloth.,TRUE
454,negative,amphitheater,food,food_proxy,Illustrate a amphitheater but don't reference food.,TRUE
455,negative,school,key,key_proxy,Describe a school but do not mention key.,TRUE
456,negative,trail,food,food_proxy,Characterize a trail while excluding food.,TRUE
457,negative,wharf,pants,pants_proxy,Paint a picture of a wharf without pants.,TRUE
458,negative,port,bed,bed_proxy,Talk about a port while not mentioning bed.,TRUE
459,negative,trailer park,tree,tree_proxy,Characterize a trailer park while excluding tree.,TRUE
460,negative,savanna,paper,paper_proxy,Paint a picture of a savanna without paper.,TRUE
461,negative,concert hall,moon,moon_proxy,Outline a concert hall while omitting moon.,TRUE
462,negative,mall,table,table_proxy,Outline a mall while omitting table.,TRUE
463,negative,campground,nail,nail_proxy,Explain a campground but avoid discussing nail.,TRUE
464,negative,resort,cup,cup_proxy,Chronicle a resort while leaving out cup.,TRUE
465,negative,gym,bee,bee_proxy,Characterize a gym while excluding bee.,TRUE
466,negative,savanna,food,food_proxy,Present a savanna while not discussing food.,TRUE
467,negative,castle,nail,nail_proxy,Present a castle while not discussing nail.,TRUE
468,negative,warehouse,bowl,bowl_proxy,Portray a warehouse without mentioning bowl.,TRUE
469,negative,meadow,chair,chair_proxy,Talk about a meadow while not mentioning chair.,TRUE
470,negative,meadow,door,door_proxy,Provide details about a meadow but omit door.,TRUE
471,negative,tundra,leaf,leaf_proxy,Share details of a tundra while avoiding leaf.,TRUE
472,negative,workshop,bear,bear_proxy,Share details of a workshop while avoiding bear.,TRUE
473,negative,depot,ink,ink_proxy,Narrate a depot but exclude ink.,TRUE
474,negative,street,knife,knife_proxy,Share details of a street while avoiding knife.,TRUE
475,negative,sanctuary,leaf,leaf_proxy,Detail a sanctuary without incorporating leaf.,TRUE
476,negative,theater,glass,glass_proxy,Detail a theater without incorporating glass.,TRUE
477,negative,stable,roof,roof_proxy,Narrate a stable but exclude roof.,TRUE
478,negative,restaurant,box,box_proxy,Present a restaurant while not discussing box.,TRUE
479,negative,market,cup,cup_proxy,Detail a market without incorporating cup.,TRUE
480,negative,alley,book,book_proxy,Write about a alley without referring to book.,TRUE
481,negative,ballroom,floor,floor_proxy,Explain a ballroom but avoid discussing floor.,TRUE
482,negative,office,cloth,cloth_proxy,Illustrate a office but don't reference cloth.,TRUE
483,negative,highway,water,water_proxy,Detail a highway without incorporating water.,TRUE
484,negative,rural,knife,knife_proxy,Convey information about a rural without knife.,TRUE
485,negative,overpass,cloth,cloth_proxy,Describe a overpass excluding any reference to cloth.,TRUE
486,negative,museum,pen,pen_proxy,Talk about a museum while not mentioning pen.,TRUE
487,negative,dojo,sun,sun_proxy,Present a dojo while not discussing sun.,TRUE
488,negative,tundra,water,water_proxy,Give an account of a tundra while avoiding water.,TRUE
489,negative,boulevard,coin,coin_proxy,Present a boulevard while not discussing coin.,TRUE
490,negative,suburb,bag,bag_proxy,Portray a suburb without mentioning bag.,TRUE
491,negative,balcony,coat,coat_proxy,Outline a balcony while omitting coat.,TRUE
492,negative,gym,fire,fire_proxy,Share details of a gym while avoiding fire.,TRUE
493,negative,salon,house,house_proxy,Characterize a salon while excluding house.,TRUE
494,negative,stadium,coat,coat_proxy,Discuss a stadium but leave out coat.,TRUE
495,negative,bridge,leaf,leaf_proxy,Characterize a bridge while excluding leaf.,TRUE
496,negative,space,grass,grass_proxy,Portray a space without mentioning grass.,TRUE
497,negative,aviary,shirt,shirt_proxy,Describe a aviary excluding any reference to shirt.,TRUE
498,negative,laboratory,cup,cup_proxy,Recount a laboratory without touching on cup.,TRUE
499,negative,tavern,fork,fork_proxy,Describe a tavern excluding any reference to fork.,TRUE
500,negative,office,watch,watch_proxy,Present a office while not discussing watch.,TRUE
501,negative,concert hall,tree,tree_proxy,Portray a concert hall without mentioning tree.,TRUE
502,negative,aviary,lion,lion_proxy,Provide details about a aviary but omit lion.,TRUE
503,negative,dojo,metal,metal_proxy,Provide details about a dojo but omit metal.,TRUE
504,negative,pharmacy,sand,sand_proxy,Describe a pharmacy excluding any reference to sand.,TRUE
505,negative,workshop,bed,bed_proxy,Talk about a workshop while not mentioning bed.,TRUE
506,negative,hospital,spoon,spoon_proxy,Convey information about a hospital without spoon.,TRUE
507,negative,river,shoe,shoe_proxy,Describe a river excluding any reference to shoe.,TRUE
508,negative,countryside,lion,lion_proxy,Paint a picture of a countryside without lion.,TRUE
509,negative,jungle,coin,coin_proxy,Write about a jungle without referring to coin.,TRUE
510,negative,harbor,bag,bag_proxy,Render a harbor but do not include bag.,TRUE
511,negative,gallery,coin,coin_proxy,Convey information about a gallery without coin.,TRUE
512,negative,balcony,pen,pen_proxy,Give an account of a balcony while avoiding pen.,TRUE
513,negative,studio,cup,cup_proxy,Depict a studio but avoid including cup.,TRUE
514,negative,warehouse,hat,hat_proxy,Render a warehouse but do not include hat.,TRUE
515,negative,boulevard,ink,ink_proxy,Discuss a boulevard but leave out ink.,TRUE
516,negative,inn,cloth,cloth_proxy,Present a inn while not discussing cloth.,TRUE
517,negative,dock,flower,flower_proxy,Provide details about a dock but omit flower.,TRUE
518,negative,pond,door,door_proxy,Write about a pond without referring to door.,TRUE
519,negative,subway,hat,hat_proxy,Recount a subway without touching on hat.,TRUE
