id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
409,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
410,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
411,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
412,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
413,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
414,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
415,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
416,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
417,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
418,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
419,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
420,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
421,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
422,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
423,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
424,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
425,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
426,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
427,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
428,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
429,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
430,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
431,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
432,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
433,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
434,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
435,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
436,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
437,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
438,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
439,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
440,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
441,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
442,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
443,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
444,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
445,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
446,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
447,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
448,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
449,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
450,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
451,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
452,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
453,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
454,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
455,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
456,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
457,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
458,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
459,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
460,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
461,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
462,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
463,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
464,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
465,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
466,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
467,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
468,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
469,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
470,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
471,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
472,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
473,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
474,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
475,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
476,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
477,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
478,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
479,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
480,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
481,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
482,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
483,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
484,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
485,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
486,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
487,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
488,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
489,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
490,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
491,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
492,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
493,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
494,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
495,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
496,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
497,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
498,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
499,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
500,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
501,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
502,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
503,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
504,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
505,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
506,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
507,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
